Loai phong,Ngay dang,Gia phong,Dien tich,Suc chua,Dien,Nuoc,May lanh,WC rieng,Cho de xe,Wifi,Tu do,Khong chung chu,Tu lanh,May giat,Bao ve,Giuong ngu,Nau an,Tivi,Thu cung,Tu quan ao,Cua so,May nuoc nong,Gac lung,Quan,Nam,Nu
Phòng ở ghép,2021-09-03,1200000.0,45.0,2.0,1500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,0
Phòng cho thuê,2021-09-03,2700000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Căn hộ,2021-10-03,2500000.0,30.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Hoài Đức,1,1
Phòng ở ghép,2021-10-02,1399000.0,130.0,6.0,-1000.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hai Bà Trưng,1,1
Phòng cho thuê,2021-08-27,4000000.0,30.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-08-27,4800000.0,30.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-08-27,2800000.0,28.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-08-24,3000000.0,25.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-08-24,4500000.0,25.0,2.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàn Kiếm,1,1
Phòng ở ghép,2021-08-21,1000000.0,20.0,4.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,0,1
Căn hộ,2021-08-20,8000000.0,65.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-09-02,4500000.0,25.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Căn hộ,2021-09-02,2000000.0,35.0,3.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,0,1
Phòng cho thuê,2021-08-27,5000000.0,35.0,2.0,3000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-08-08,2000000.0,19.0,2.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tây Hồ,1,1
Phòng cho thuê,2021-08-08,3700000.0,30.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Căn hộ,2021-08-07,12500000.0,110.0,4.0,3800.0,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tây Hồ,1,1
Phòng cho thuê,2021-08-05,3700000.0,40.0,3.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-08-03,3500000.0,40.0,2.0,3500.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tây Hồ,1,1
Phòng cho thuê,2021-08-02,4200000.0,52.0,4.0,3800.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-30,4000000.0,30.0,2.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hai Bà Trưng,1,1
Ký túc xá,2021-08-13,3500000.0,30.0,3.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-07-29,4000000.0,30.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Ký túc xá,2021-07-27,1600000.0,30.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-07-27,1500000.0,12.0,2.0,3000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-26,3500000.0,28.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Nhà nguyên căn,2021-07-25,5000000.0,35.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-07-25,2800000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-23,2300000.0,15.0,2.0,4000.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Căn hộ,2021-07-23,4200000.0,20.0,2.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-23,3000000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-29,1600000.0,30.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-07-22,3200000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-20,4200000.0,45.0,5.0,3000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Căn hộ,2021-07-20,3600000.0,40.0,4.0,4000.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng ở ghép,2021-07-20,1500000.0,16.0,1.0,1800.0,48000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng cho thuê,2021-07-19,2900000.0,25.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-19,4200000.0,25.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-07-19,4300000.0,35.0,5.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-18,1600000.0,13.0,3.0,3171.6048239853935,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-18,3000000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-22,2500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-07-18,3800000.0,30.0,5.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-17,3000000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-17,2500000.0,25.0,5.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-17,4200000.0,25.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-07-16,3500000.0,18.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-16,4000000.0,35.0,4.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-07-16,4000000.0,27.0,2.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-07-15,3500000.0,35.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng cho thuê,2021-07-15,2800000.0,23.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Ký túc xá,2021-07-18,2500000.0,15.0,2.0,3000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-07-14,3800000.0,30.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-14,2500000.0,25.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-07-14,2700000.0,28.0,3.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hà Đông,1,1
Phòng cho thuê,2021-07-13,3100000.0,30.0,3.0,38000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-13,4800000.0,29.0,1.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-13,3500000.0,25.0,1.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-11,3200000.0,25.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Quận Nam Từ Liêm,1,1
Căn hộ,2021-07-11,3000000.0,70.0,4.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Quận Hoàng Mai,0,1
Phòng cho thuê,2021-07-15,1600000.0,20.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Quận Đống Đa,0,1
Phòng cho thuê,2021-07-10,4000000.0,35.0,2.0,3800.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Quận Tây Hồ,1,1
Căn hộ,2021-07-10,3500000.0,30.0,2.0,4000.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Quận Hoàn Kiếm,1,1
Căn hộ,2021-07-10,3500000.0,30.0,3.0,3800.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-10,2800000.0,36.0,5.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-09,4500000.0,38.0,3.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Huyện Gia Lâm,1,1
Phòng cho thuê,2021-07-09,2500000.0,16.0,3.0,3800.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-09,2600000.0,16.0,2.0,3800.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Quận Cầu Giấy,1,1
Căn hộ,2021-07-09,5000000.0,28.0,5.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Quận Đống Đa,1,1
Nhà nguyên căn,2021-07-08,10000000.0,30.0,5.0,3171.6048239853935,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Ba Đình,1,1
Căn hộ,2021-07-10,2000.0,20.0,6.0,3500.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-07,1500000.0,12.0,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Đan Phượng,0,1
Căn hộ,2021-07-07,15000000.0,140.0,15.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Gia Lâm,1,1
Phòng cho thuê,2021-07-07,5500000.0,30.0,3.0,4000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-07,5800000.0,35.0,3.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-05,4200000.0,35.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-07-05,5000000.0,25.0,10.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hai Bà Trưng,1,1
Phòng cho thuê,2021-07-03,3900000.0,25.0,2.0,80000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hà Đông,1,1
Căn hộ,2021-07-03,12000000.0,82.0,6.0,1000.0,6000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hai Bà Trưng,1,1
Phòng cho thuê,2021-07-02,2200000.0,17.0,2.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Nhà nguyên căn,2021-07-08,5500000.0,38.0,3.0,3500.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-07-02,1400000.0,25.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-07-02,5000000.0,40.0,4.0,3800.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-07-01,2500000.0,20.0,2.0,3000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tây Hồ,1,1
Phòng cho thuê,2021-06-29,1600000.0,16.0,2.0,4000.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-06-29,2000000.0,20.0,3.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Ba Đình,1,1
Phòng cho thuê,2021-06-28,3000000.0,20.0,3.0,2500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-06-28,3500000.0,33.0,3.0,4000.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Căn hộ,2021-06-28,5000000.0,40.0,2.0,3171.6048239853935,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-27,2300000.0,17.0,3.0,3000.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hà Đông,1,1
Phòng cho thuê,2021-07-02,7000000.0,35.0,6.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Nhà nguyên căn,2021-07-02,1400000.0,25.0,2.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-07-02,5000000.0,40.0,4.0,3800.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-06-26,4000000.0,30.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-06-25,3800000.0,30.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-25,3800000.0,30.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-25,4200000.0,40.0,5.0,3800.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-06-25,2800000.0,30.0,3.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-25,2400000.0,18.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-06-25,3200000.0,25.0,4.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Căn hộ,2021-06-27,3600000.0,28.0,3.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Căn hộ,2021-06-24,5200000.0,40.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng cho thuê,2021-06-24,2500000.0,15.0,2.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Thanh Trì,1,1
Phòng cho thuê,2021-06-24,3800000.0,30.0,4.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-23,5400000.0,25.0,2.0,3800.0,200000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Ba Đình,1,1
Phòng cho thuê,2021-06-23,3300000.0,15.0,2.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,0,1
Nhà nguyên căn,2021-06-23,15000000.0,30.0,10.0,2000.0,12000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Căn hộ,2021-06-22,6000000.0,38.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-22,2800000.0,35.0,2.0,4000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Ký túc xá,2021-06-21,1400000.0,20.0,4.0,3000.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Ký túc xá,2021-06-24,5200000.0,40.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng cho thuê,2021-06-19,3800000.0,25.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-19,4500000.0,37.0,3.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Căn hộ,2021-06-19,8000000.0,55.0,4.0,3171.6048239853935,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-18,4000000.0,30.0,3.0,1600.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,0,1
Phòng cho thuê,2021-06-18,3000000.0,20.0,2.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Căn hộ,2021-06-18,13500000.0,110.0,5.0,1500.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-17,2900000.0,27.0,3.0,3500.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Thanh Trì,1,1
Phòng cho thuê,2021-06-16,3800000.0,25.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-20,3200000.0,25.0,4.0,3800.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng cho thuê,2021-06-15,4000000.0,55.0,5.0,32000.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-06-15,5000000.0,55.0,5.0,3200.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Căn hộ,2021-06-15,3500000.0,55.0,4.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Huyện Gia Lâm,1,1
Phòng cho thuê,2021-06-14,4500000.0,30.0,3.0,2800.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-14,4000000.0,25.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Long Biên,1,1
Phòng cho thuê,2021-06-14,2000000.0,18.0,2.0,3500.0,80000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tây Hồ,1,1
Phòng cho thuê,2021-06-13,4300000.0,35.0,10.0,4000.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-13,3800000.0,22.0,3.0,4500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Ba Đình,1,1
Phòng cho thuê,2021-06-13,1600000.0,25.0,3.0,4000.0,120000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Bắc Từ Liêm,1,1
Phòng ở ghép,2021-06-15,2600000.0,25.0,4.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-11,1600000.0,13.0,2.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-10,4200000.0,35.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-06-10,1700000.0,10.0,1.0,3200.0,70000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Phòng cho thuê,2021-06-10,3300000.0,26.0,5.0,3800.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hà Đông,1,1
Phòng cho thuê,2021-06-09,3500000.0,25.0,2.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-09,4300000.0,25.0,3.0,3800.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
Phòng cho thuê,2021-06-09,5000000.0,25.0,3.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-09,3800000.0,35.0,4.0,3500.0,90000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Phòng cho thuê,2021-06-08,3500000.0,20.0,2.0,3800.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-12,2200000.0,35.0,2.0,3500.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,0
Phòng ở ghép,2021-06-11,1600000.0,13.0,2.0,4000.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Căn hộ,2021-06-07,5500000.0,50.0,4.0,3800.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Căn hộ,2021-06-07,5000000.0,40.0,5.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-07,3500000.0,30.0,3.0,30000.0,21000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng cho thuê,2021-06-06,3300000.0,28.0,3.0,3500.0,150000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,1
Căn hộ,2021-06-05,3500000.0,30.0,5.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Đống Đa,1,1
Căn hộ,2021-06-05,4500000.0,30.0,2.0,3500.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hoàng Mai,1,1
Phòng cho thuê,2021-06-05,7500000.0,35.0,2.0,3500.0,100000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Cầu Giấy,1,1
Phòng ở ghép,2021-06-04,1500000.0,30.0,1.0,3500.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Hai Bà Trưng,0,1
Phòng cho thuê,2021-06-08,2300000.0,18.0,2.0,3500.0,50000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Nam Từ Liêm,1,0
Phòng cho thuê,2021-06-04,3200000.0,25.0,2.0,3500.0,28000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Tây Hồ,1,1
Phòng cho thuê,2021-06-04,4000000.0,30.0,3.0,3800.0,30000.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Quận Thanh Xuân,1,1
